FIPS13,YearBuilt,TotalUnits
"060855120332010","2015",72
"060855120332010","2016",136
"060855120332010","2014",322
"060855120332012","2015",28
"060855120332012","2014",79
"060855120332012","2016",850
"060855120332030","2008",1
"060855120341005","2007",1
"060855120351009","2010",1
"060855120352009","2014",1
"060855120361000","2000",66
"060855120361000","2008",189
"060855120361000","2001",274
"060855120361002","2000",1
"060855120361008","2000",2
"060855120371015","2004",1
"060855120381003","2003",6
"060855120391004","2013",20
"060855120391005","2015",1
"060855120422003","2005",4
"060855120431000","2007",15
"060855120452004","2007",1
"060855120453000","2007",1
"060855120454002","2012",1
"060855120454006","2002",1
"060855120471009","2004",1
"060855120472003","2007",1
"060855120473000","2014",1
"060855120531006","2000",1
"060855120531006","2001",13
"060855120532003","2002",24
"060855120532006","2005",1
"060855121001040","2006",1
"060855121001040","2005",2
"060855121001040","2007",2
"060855121001077","2000",1
"060855121001077","2009",1
"060855121001078","2002",1
"060855121001081","2000",1
"060855121001081","2002",1
"060855121001083","2000",1
"060855121001092","2006",1
"060855121001102","2002",1
"060855121001107","2011",1
"060855121001107","2013",1
"060855121001110","2004",1
"060855121001118","2002",1
"060855121001124","2012",1
"060855122001012","2001",1
"060855122001033","2007",1
"060855122001062","2004",1
"060855122001062","2005",1
"060855122001062","2013",1
"060855122001062","2014",1
"060855122001062","2007",2
"060855122001062","2010",2
"060855122001062","2002",4
"060855122001062","2000",5
"060855122001062","2006",5
"060855122001067","2000",1
"060855122001067","2004",1
"060855122001083","2007",1
"060855122001083","2009",1
"060855122001083","2011",1
"060855122001083","2014",1
"060855122001083","2004",2
"060855122001101","2001",1
"060855122001103","2000",1
"060855122001103","2006",1
"060855122002001","2000",1
"060855122002001","2005",1
"060855122002012","2005",1
"060855122002015","2005",1
"060855122002022","2000",1
"060855122002026","2000",2
"060855122002035","2009",1
"060855122002035","2017",1
"060855122002045","2004",1
"060855122002045","2008",1
"060855122002045","2013",1
"060855122002047","2003",1
"060855122002058","2000",1
"060855122002069","2002",1
"060855122002076","2000",1
"060855122002077","2012",1
"060855122002078","2000",4
"060855122002079","2000",3
"060855122002080","2000",1
"060855122002084","2010",1
"060855122002088","2011",9
"060855122002088","2000",19
"060855122002088","2016",43
"060855122002088","2017",44
"060855122002090","2012",1
"060855122002090","2013",3
"060855122002090","2007",4
"060855122002090","2011",16
"060855122002092","2006",3
"060855122002092","2007",4
"060855122002092","2012",9
"060855122002092","2009",10
"060855122002092","2010",12
"060855122002092","2011",19
"060855122002094","2006",4
"060855122002094","2007",11
"060855122002095","2007",1
"060855122002095","2006",2
"060855122002095","2002",4
"060855122002095","2001",9
"060855122002095","2000",31
"060855122002097","2003",33
"060855122002100","2003",1
"060855122002100","2002",15
"060855122002102","2002",10
"060855122002103","2001",6
"060855122002103","2000",10
"060855122002103","2002",10
"060855122002103","2003",38
"060855122002104","2002",8
"060855122002108","2002",4
"060855122002108","2003",5
"060855122002109","2001",7
"060855122002109","2002",9
"060855122002109","2000",44
"060855122002111","2000",1
"060855122002111","2007",1
"060855123051004","2015",6
"060855123051004","2016",35
"060855123051006","2000",1
"060855123051006","2005",1
"060855123051006","2011",1
"060855123051006","2003",6
"060855123051006","2012",7
"060855123051006","2016",10
"060855123051006","2002",14
"060855123051006","2006",17
"060855123051006","2014",43
"060855123051006","2015",60
"060855123051007","2012",1
"060855123051009","2015",1
"060855123051010","2003",3
"060855123051010","2004",19
"060855123051010","2006",30
"060855123051011","2002",13
"060855123051011","2003",29
"060855123051015","2002",1
"060855123051015","2013",1
"060855123051015","2003",8
"060855123051015","2006",9
"060855123051015","2011",9
"060855123051015","2010",32
"060855123051017","2000",1
"060855123051017","2001",1
"060855123051020","2002",1
"060855123051027","2002",1
"060855123051027","2006",1
"060855123051027","2009",1
"060855123051027","2014",1
"060855123051027","2003",2
"060855123051032","2001",1
"060855123052001","2003",1
"060855123052001","2009",1
"060855123052001","2011",1
"060855123052001","2015",1
"060855123052001","2016",1
"060855123052009","2003",1
"060855123052009","2007",1
"060855123052009","2008",1
"060855123052009","2011",1
"060855123052011","2006",1
"060855123052012","2005",1
"060855123052014","2011",1
"060855123052016","2006",1
"060855123052016","2008",1
"060855123052016","2015",1
"060855123052022","2005",1
"060855123052022","2007",1
"060855123052022","2016",1
"060855123052022","2008",2
"060855123052023","2000",2
"060855123071013","2014",20
"060855123071017","2014",17
"060855123071022","2000",1
"060855123071022","2007",1
"060855123071022","2009",1
"060855123071025","2000",1
"060855123071025","2001",1
"060855123071027","2001",1
"060855123071027","2002",1
"060855123071027","2000",6
"060855123071028","2000",1
"060855123071028","2001",1
"060855123071028","2002",1
"060855123072001","2014",7
"060855123072001","2005",10
"060855123072001","2000",18
"060855123072001","2015",39
"060855123072020","2004",5
"060855123072020","2003",7
"060855123072022","2003",9
"060855123072022","2004",24
"060855123073010","2014",4
"060855123073010","2015",18
"060855123073025","2008",1
"060855123073027","2005",1
"060855123073029","2011",1
"060855123073035","2000",12
"060855123073036","2001",4
"060855123073036","2000",12
"060855123073037","2009",1
"060855123081001","2007",2
"060855123081001","2006",3
"060855123081001","2011",3
"060855123081001","2012",8
"060855123081001","2013",10
"060855123081002","2017",3
"060855123081003","2005",1
"060855123081003","2007",11
"060855123081005","2007",1
"060855123081005","2011",2
"060855123081005","2005",3
"060855123081005","2010",5
"060855123081005","2016",15
"060855123081005","2006",31
"060855123081007","2003",1
"060855123081007","2004",2
"060855123081007","2015",2
"060855123081007","2000",3
"060855123081007","2002",3
"060855123081007","2007",4
"060855123081007","2006",5
"060855123081007","2001",7
"060855123081007","2005",9
"060855123081012","2016",1
"060855123081014","2006",3
"060855123081014","2004",6
"060855123081014","2007",15
"060855123081014","2005",19
"060855123081015","2001",3
"060855123081015","2002",3
"060855123081015","2005",3
"060855123081015","2000",4
"060855123081015","2004",4
"060855123081015","2003",9
"060855123081015","2006",11
"060855123081016","2004",1
"060855123081016","2001",3
"060855123081016","2007",8
"060855123081016","2006",12
"060855123081017","2004",2
"060855123081017","2005",4
"060855123081017","2006",5
"060855123081017","2001",11
"060855123081018","2001",1
"060855123081018","2003",1
"060855123081018","2006",3
"060855123081018","2004",15
"060855123081019","2004",7
"060855123081019","2005",15
"060855123081020","2006",7
"060855123081020","2005",9
"060855123081021","2017",47
"060855123081022","2017",10
"060855123081029","2015",1
"060855123081029","2001",2
"060855123081029","2008",5
"060855123081029","2007",6
"060855123081029","2012",6
"060855123081029","2011",9
"060855123081029","2017",12
"060855123081029","2006",15
"060855123081029","2016",18
"060855123081029","2013",20
"060855123081029","2014",25
"060855123081030","2001",4
"060855123081030","2002",12
"060855123081031","2002",11
"060855123081036","2001",6
"060855123082000","2004",1
"060855123082003","2004",1
"060855123082004","2000",1
"060855123082009","2008",1
"060855123082009","2009",1
"060855123082009","2007",3
"060855123082009","2000",5
"060855123082009","2006",6
"060855123082009","2011",7
"060855123082009","2013",12
"060855123082009","2014",22
"060855123082009","2012",64
"060855123082014","2013",1
"060855123082014","2012",2
"060855123082014","2008",4
"060855123082020","2006",3
"060855123082020","2007",3
"060855123082030","2011",12
"060855123082030","2012",22
"060855123082030","2013",27
"060855123082039","2008",1
"060855123083001","2007",1
"060855123083001","2009",1
"060855123083001","2013",1
"060855123083001","2000",3
"060855123083012","2002",1
"060855123083017","2000",1
"060855123083017","2001",1
"060855123083017","2006",1
"060855123083018","2000",1
"060855123083021","2002",1
"060855123083023","2006",2
"060855123083025","2006",1
"060855123083027","2001",1
"060855123083027","2009",1
"060855123083027","2016",1
"060855123083027","2000",10
"060855123083028","2000",1
"060855123083028","2002",1
"060855123083028","2004",1
"060855123083031","2003",1
"060855123083031","2008",1
"060855123083032","2000",2
"060855123083033","2005",1
"060855123083037","2005",1
"060855123091004","2014",1
"060855123091018","2001",3
"060855123091018","2000",4
"060855123091018","2002",5
"060855123091018","2004",12
"060855123091018","2003",14
"060855123091019","2003",4
"060855123091019","2004",4
"060855123091020","2003",3
"060855123091020","2004",6
"060855123091021","2002",4
"060855123091021","2003",5
"060855123091021","2004",6
"060855123091026","2014",8
"060855123091045","2009",1
"060855123091049","2010",1
"060855123091058","2008",1
"060855123092000","2001",1
"060855123092000","2004",1
"060855123092000","2008",1
"060855123092000","2009",1
"060855123092000","2016",1
"060855123092000","2000",3
"060855123092010","2009",1
"060855123092010","2017",1
"060855123101003","2008",1
"060855123101003","2005",2
"060855123101003","2003",4
"060855123101003","2006",6
"060855123101003","2007",9
"060855123101007","2003",2
"060855123101007","2000",4
"060855123101007","2008",6
"060855123101007","2010",9
"060855123101007","2002",11
"060855123101007","2001",15
"060855123101007","2013",20
"060855123101007","2017",22
"060855123101009","2008",1
"060855123101009","2013",2
"060855123101009","2007",23
"060855123101009","2014",46
"060855123101016","2010",6
"060855123101023","2007",8
"060855123101023","2005",9
"060855123101023","2013",9
"060855123101023","2006",10
"060855123101023","2012",23
"060855123101024","2003",100
"060855123101025","2006",7
"060855123101038","2013",40
"060855123101042","2017",114
"060855123101042","2014",138
"060855123102004","2014",4
"060855123102004","2007",17
"060855123102004","2013",17
"060855123102061","2013",1
"060855123102062","2000",1
"060855123102062","2008",1
"060855123111000","2003",1
"060855123111006","2016",1
"060855123111016","2005",4
"060855123111016","2006",4
"060855123111016","2001",6
"060855123111016","2002",7
"060855123111016","2004",11
"060855123111016","2003",15
"060855123111016","2017",20
"060855123111016","2008",35
"060855123111017","2002",1
"060855123111017","2000",6
"060855123111017","2003",9
"060855123111017","2004",13
"060855123111022","2003",4
"060855123111022","2004",8
"060855123111024","2004",4
"060855123111024","2006",7
"060855123111024","2005",15
"060855123111030","2002",5
"060855123111030","2001",9
"060855123111032","2004",7
"060855123111032","2001",8
"060855123111032","2002",8
"060855123111032","2003",10
"060855123111051","2000",1
"060855123111052","2000",19
"060855123111053","2005",2
"060855123111053","2006",2
"060855123111053","2000",6
"060855123111054","2013",29
"060855123111056","2002",1
"060855123111056","2001",2
"060855123111056","2000",5
"060855123111057","2000",1
"060855123111057","2005",4
"060855123111057","2006",11
"060855123111058","2001",3
"060855123111058","2006",4
"060855123111058","2000",8
"060855123111070","2017",15
"060855123111071","2013",2
"060855123111071","2008",9
"060855123111078","2012",1
"060855123111078","2010",3
"060855123111078","2008",9
"060855123111078","2013",10
"060855123111078","2009",14
"060855123111079","2008",20
"060855123111080","2008",14
"060855123111081","2008",19
"060855123111090","2007",3
"060855123111093","2015",1
"060855123111093","2016",2
"060855123111098","2015",1
"060855123111098","2014",2
"060855123111098","2006",3
"060855123111107","2014",2
"060855123111107","2006",3
"060855123111114","2013",2
"060855123111114","2014",2
"060855123111115","2016",2
"060855123111115","2015",6
"060855123111158","2014",39
"060855123111158","2015",42
"060855123121002","2002",1
"060855123121002","2006",1
"060855123121002","2014",1
"060855123121002","2017",5
"060855123121014","2001",1
"060855123121014","2007",1
"060855123121014","2017",11
"060855123121014","2016",35
"060855123121019","2016",11
"060855123121022","2011",34
"060855123121031","2010",14
"060855123121031","2013",34
"060855123121031","2015",95
"060855123131001","2003",1
"060855123131004","2011",9
"060855123131005","2004",4
"060855123131005","2017",12
"060855123131009","2001",42
"060855123131011","2016",4
"060855123131012","2012",15
"060855123132000","2005",72
"060855123132015","2000",18
"060855123132016","2000",1
"060855123132016","2007",1
"060855123132016","2003",2
"060855123132016","2004",4
"060855123132016","2001",5
"060855123132016","2002",9
"060855123132020","2006",1
"060855123132020","2007",1
"060855123132024","2016",10
"060855123132025","2001",1
"060855123132025","2009",1
"060855123132025","2008",2
"060855123141000","2003",9
"060855123141000","2004",14
"060855123141002","2003",5
"060855123141003","2000",1
"060855123141003","2006",1
"060855123141003","2015",1
"060855123141003","2001",2
"060855123141003","2003",7
"060855123141003","2012",12
"060855123141003","2004",16
"060855123141007","2017",1
"060855123141012","2003",7
"060855123141018","2005",1
"060855123141018","2006",5
"060855123141019","2007",1
"060855123141019","2006",2
"060855123142013","2006",1
"060855123143003","2000",1
"060855123143003","2006",3
"060855123143003","2013",4
"060855123143003","2017",51
"060855123143007","2005",10
"060855123143007","2016",13
"060855123143007","2001",15
"060855123143007","2015",37
"060855123143007","2017",48
"060855123143007","2007",54
"060855123143017","2003",1
"060855123143018","2006",2
"060855123143019","2007",1
"060855123143019","2017",1
"060855123143021","2006",5
"060855123143021","2011",49
"060855123143022","2005",3
"060855123143022","2006",4
"060855123144000","2017",15
"060855123144002","2017",13
"060855123144011","2014",1
"060855123144011","2016",1
"060855124011002","2007",1
"060855124011003","2008",1
"060855124011004","2002",2
"060855124011004","2004",2
"060855124011004","2006",2
"060855124011005","2004",1
"060855124011005","2006",2
"060855124011006","2003",1
"060855124011006","2017",1
"060855124011008","2011",1
"060855124011009","2008",1
"060855124011012","2007",1
"060855124011012","2008",1
"060855124011019","2000",1
"060855124011019","2002",1
"060855124011020","2000",1
"060855124011020","2017",1
"060855124011036","2004",1
"060855124011037","2001",1
"060855124011037","2003",1
"060855124011037","2005",2
"060855124011047","2000",1
"060855124011047","2007",1
"060855124011074","2002",1
"060855124011074","2003",1
"060855124011074","2007",1
"060855124011074","2000",3
"060855124011078","2011",1
"060855124011086","2003",1
"060855124012005","2006",1
"060855124012005","2009",1
"060855124012005","2011",1
"060855124012014","2002",1
"060855124012019","2000",1
"060855124012019","2001",1
"060855124012022","2000",1
"060855124012022","2003",1
"060855124012022","2004",1
"060855124012022","2009",2
"060855124012022","2002",3
"060855124012025","2005",1
"060855124012025","2007",1
"060855124012025","2010",1
"060855124012025","2011",1
"060855124012025","2004",2
"060855124012031","2002",1
"060855124012036","2011",1
"060855124012038","2000",1
"060855124012038","2001",1
"060855124012038","2002",1
"060855124012038","2007",1
"060855124012038","2009",1
"060855124012038","2006",2
"060855124012043","2002",1
"060855124012045","2001",1
"060855124012045","2002",1
"060855124012045","2013",1
"060855124012045","2014",1
"060855124012045","2015",1
"060855124012045","2008",3
"060855124012045","2004",4
"060855124012048","2001",1
"060855124012048","2009",2
"060855124012054","2001",2
"060855124021000","2007",1
"060855124021001","2006",1
"060855124021002","2000",1
"060855124021002","2008",1
"060855124021008","2001",1
"060855124021008","2009",1
"060855124021009","2000",1
"060855124021009","2007",1
"060855124021010","2000",1
"060855124021010","2007",1
"060855124021010","2013",1
"060855124021024","2000",1
"060855124021024","2005",1
"060855124021024","2007",1
"060855124021030","2003",1
"060855124021030","2006",2
"060855124021031","2000",1
"060855124021031","2001",1
"060855124021031","2003",1
"060855124021031","2005",1
"060855124021031","2006",1
"060855124021032","2006",1
"060855124021032","2008",1
"060855124021033","2006",2
"060855124021036","2001",1
"060855124021038","2002",1
"060855124021040","2003",1
"060855124021041","2000",1
"060855124021041","2001",1
"060855124021041","2002",1
"060855124021041","2009",1
"060855124022006","2013",1
"060855124022019","2006",1
"060855124022031","2004",1
"060855124022032","2011",1
"060855124022032","2014",1
"060855124022032","2000",4
"060855124023001","2000",1
"060855124023001","2005",1
"060855124023011","2000",1
"060855124023011","2004",1
"060855124023011","2007",1
"060855124023011","2009",1
"060855124023015","2000",1
"060855124023015","2001",1
"060855124023016","2001",1
"060855124023016","2002",1
"060855124023016","2005",1
"060855124023016","2003",2
"060855125031000","2017",2
"060855125031000","2016",15
"060855125031002","2003",1
"060855125031002","2009",1
"060855125031002","2015",1
"060855125031002","2000",2
"060855125031002","2002",2
"060855125031002","2006",2
"060855125031002","2017",6
"060855125031002","2014",7
"060855125031002","2012",8
"060855125031002","2016",28
"060855125031006","2008",1
"060855125031006","2006",2
"060855125031009","2016",2
"060855125031009","2017",2
"060855125031009","2001",4
"060855125031009","2010",4
"060855125031009","2002",5
"060855125031009","2008",5
"060855125031009","2003",6
"060855125031009","2007",6
"060855125031009","2009",9
"060855125031009","2015",18
"060855125031009","2011",29
"060855125031009","2000",34
"060855125031009","2012",36
"060855125031009","2014",57
"060855125031009","2004",58
"060855125031009","2006",64
"060855125031010","2004",1
"060855125031010","2003",7
"060855125031013","2000",40
"060855125031015","2005",1
"060855125031015","2007",1
"060855125031015","2003",2
"060855125031016","2001",1
"060855125031016","2005",1
"060855125031016","2017",1
"060855125031016","2003",3
"060855125031017","2003",1
"060855125031017","2008",1
"060855125031017","2004",5
"060855125031018","2000",5
"060855125031019","2006",5
"060855125031019","2004",8
"060855125031019","2011",22
"060855125031020","2002",1
"060855125031020","2005",1
"060855125031020","2006",1
"060855125031020","2007",1
"060855125031024","2000",1
"060855125031024","2001",1
"060855125031024","2005",1
"060855125031024","2003",2
"060855125031024","2004",2
"060855125031024","2006",2
"060855125031024","2009",3
"060855125031025","2004",12
"060855125031026","2004",11
"060855125031027","2014",4
"060855125031027","2011",16
"060855125031027","2013",16
"060855125031027","2012",37
"060855125031028","2010",2
"060855125031028","2001",5
"060855125031028","2002",5
"060855125031028","2006",6
"060855125031028","2005",13
"060855125031028","2011",15
"060855125031028","2003",31
"060855125031028","2012",38
"060855125031039","2000",1
"060855125031039","2002",1
"060855125031042","2003",2
"060855125031042","2001",6
"060855125032009","2000",10
"060855125032016","2016",1
"060855125032017","2000",2
"060855125032019","2006",1
"060855125032019","2007",1
"060855125032019","2008",1
"060855125032019","2011",1
"060855125032019","2012",1
"060855125032019","2015",1
"060855125032019","2000",2
"060855125032019","2003",2
"060855125032019","2016",3
"060855125032019","2002",4
"060855125032021","2001",1
"060855125032022","2012",1
"060855125032022","2014",1
"060855125032024","2006",1
"060855125032024","2007",1
"060855125032024","2003",2
"060855125032025","2004",1
"060855125032025","2006",1
"060855125032025","2000",7
"060855125032027","2001",1
"060855125032028","2003",1
"060855125032028","2005",1
"060855125032028","2007",1
"060855125032028","2016",1
"060855125032028","2002",2
"060855125032028","2000",3
"060855125032038","2000",1
"060855125032038","2002",1
"060855125032038","2003",1
"060855125032038","2001",2
"060855125051001","2015",6
"060855125051001","2013",8
"060855125051001","2014",17
"060855125051004","2015",2
"060855125051004","2006",8
"060855125051004","2014",27
"060855125051004","2013",28
"060855125051009","2000",15
"060855125051010","2005",11
"060855125051010","2008",11
"060855125051010","2003",26
"060855125051010","2000",44
"060855125051011","2000",24
"060855125051012","2001",37
"060855125051013","2002",1
"060855125051013","2001",23
"060855125051016","2002",4
"060855125051016","2001",12
"060855125051016","2000",80
"060855125051017","2002",4
"060855125051017","2000",5
"060855125051017","2001",10
"060855125051018","2000",3
"060855125051018","2003",20
"060855125051020","2001",25
"060855125051025","2001",11
"060855125051025","2004",13
"060855125051026","2006",1
"060855125051032","2009",1
"060855125051032","2003",4
"060855125051032","2000",11
"060855125051032","2004",14
"060855125051032","2005",18
"060855125051033","2004",8
"060855125051034","2004",2
"060855125051034","2006",4
"060855125051036","2006",13
"060855125051039","2001",1
"060855125051039","2002",2
"060855125051039","2004",3
"060855125051039","2000",11
"060855125061001","2012",3
"060855125061001","2004",22
"060855125061001","2011",43
"060855125061001","2017",47
"060855125061001","2006",60
"060855125061005","2001",9
"060855125062006","2001",1
"060855125062042","2009",8
"060855125063000","2000",1
"060855125063000","2007",1
"060855125063000","2009",1
"060855125063000","2008",5
"060855125063000","2004",6
"060855125063001","2000",1
"060855125063001","2004",4
"060855125063001","2005",17
"060855125063004","2001",2
"060855125063004","2000",6
"060855125063006","2004",9
"060855125063006","2003",12
"060855125063006","2011",29
"060855125063008","2000",24
"060855125063009","2000",9
"060855125063010","2000",20
"060855125063011","2002",1
"060855125063017","2005",3
"060855125081016","2007",1
"060855125081025","2006",1
"060855125081026","2008",1
"060855125081026","2009",1
"060855125081034","2014",1
"060855125082000","2001",2
"060855125082002","2005",2
"060855125082002","2009",2
"060855125082003","2007",1
"060855125082013","2001",1
"060855125083000","2008",1
"060855125083000","2010",1
"060855125083000","2011",1
"060855125083000","2012",1
"060855125083000","2015",1
"060855125083000","2005",64
"060855125083001","2005",36
"060855125083005","2005",23
"060855125083006","2007",1
"060855125084000","2006",1
"060855125084001","2005",2
"060855125084002","2008",2
"060855125084002","2013",2
"060855125091000","2006",9
"060855125091000","2014",16
"060855125091000","2015",40
"060855125092000","2014",30
"060855125092000","2015",150
"060855125092006","2007",1
"060855125092006","2000",2
"060855125092006","2016",3
"060855125092006","2013",6
"060855125092006","2001",10
"060855125092008","2013",2
"060855125092008","2008",6
"060855125092008","2003",11
"060855125092008","2017",27
"060855125092008","2015",51
"060855125092008","2016",92
"060855125092011","2003",14
"060855125092012","2000",8
"060855125092014","2003",18
"060855125092015","2000",26
"060855125092016","2007",10
"060855125092017","2007",2
"060855125092020","2003",11
"060855125101001","2003",7
"060855125101002","2017",2
"060855125101002","2003",3
"060855125101002","2004",28
"060855125101002","2016",62
"060855125101002","2015",138
"060855125101003","2003",1
"060855125101005","2003",2
"060855125101006","2003",3
"060855125101007","2003",83
"060855125101008","2003",3
"060855125101009","2003",6
"060855125101010","2003",6
"060855125101013","2004",3
"060855125101013","2000",31
"060855125101014","2000",28
"060855125101015","2006",1
"060855125101015","2004",2
"060855125101015","2000",19
"060855125101017","2003",1
"060855125101017","2000",2
"060855125101017","2006",2
"060855125101017","2002",9
"060855125101017","2001",28
"060855125101018","2002",5
"060855125101018","2004",5
"060855125101019","2001",1
"060855125101019","2002",4
"060855125101021","2002",1
"060855125101021","2007",3
"060855125101021","2006",6
"060855125101021","2008",8
"060855125101021","2004",11
"060855125101021","2003",13
"060855125101021","2013",13
"060855125101022","2003",1
"060855125101022","2005",1
"060855125101022","2006",1
"060855125101022","2002",4
"060855125101022","2001",22
"060855125101023","2003",1
"060855125101023","2004",1
"060855125101023","2002",2
"060855125101023","2001",4
"060855125101023","2006",13
"060855125101026","2000",2
"060855125101026","2011",3
"060855125101026","2013",4
"060855125101026","2012",8
"060855125101026","2003",9
"060855125101026","2007",11
"060855125101026","2006",12
"060855125101026","2005",22
"060855125101026","2004",27
"060855125101027","2011",3
"060855125101027","2013",5
"060855125101027","2012",7
"060855125101028","2004",1
"060855125101028","2003",2
"060855125101028","2005",2
"060855125101028","2013",10
"060855125101028","2006",21
"060855125101029","2004",18
"060855125101031","2005",6
"060855125101034","2012",4
"060855125101034","2007",5
"060855125101034","2011",5
"060855125101041","2002",1
"060855125101041","2003",1
"060855125101057","2005",7
"060855125101057","2004",17
"060855125103000","2006",170
"060855125103002","2007",5
"060855125103002","2010",10
"060855125103002","2005",20
"060855125103007","2007",8
"060855125103009","2010",9
"060855126021000","2007",1
"060855126021001","2002",1
"060855126021001","2000",2
"060855126021042","2016",1
"060855126021050","2001",1
"060855126021170","2007",1
"060855126022001","2014",1
"060855126022008","2007",1
"060855126022018","2001",1
"060855126022018","2000",2
"060855126022020","2010",1
"060855126022020","2016",1
"060855126031000","2006",1
"060855126031000","2003",12
"060855126031002","2002",2
"060855126031002","2003",2
"060855126031006","2015",2
"060855126031008","2006",10
"060855126031013","2007",1
"060855126032002","2001",1
"060855126032004","2005",1
"060855126032006","2009",12
"060855126032010","2001",1
"060855126033002","2004",3
"060855126033004","2001",13
"060855126033006","2000",1
"060855126033036","2008",6
"060855126042002","2004",6
"060855126042002","2000",10
"060855126042005","2007",1
"060855126042005","2010",1
"060855126042009","2008",41
"060855126042010","2009",8
"060855126042010","2007",21
"060855126042011","2007",35
"060855130003000","2010",4
"060855130003004","2010",9
"060855130003005","2010",16
"060855130003006","2010",6
"060855135001323","2015",1
"060855135001419","2002",1
"060952501031000","2007",1
"060952501031002","2005",1
"060952501032005","2001",1
"060952501032005","2002",1
"060952501032005","2006",1
"060952501033000","2000",1
"060952501033006","2003",1
"060952501042005","2006",5
"060952501042007","2006",17
"060952501051004","2003",1
"060952501052000","2002",24
"060952501052000","2000",32
"060952501052000","2001",97
"060952501052001","2001",3
"060952501052001","2000",14
"060952501052002","2000",22
"060952501052002","2001",43
"060952501052057","2001",4
"060952501052057","2000",10
"060952501052058","2002",2
"060952501052058","2001",14
"060952501052058","2000",44
"060952501052059","2002",6
"060952501052059","2000",9
"060952501052059","2001",19
"060952501052060","2000",18
"060952501052060","2001",21
"060952501053000","2003",25
"060952501053000","2002",32
"060952501053000","2001",67
"060952501053001","2003",9
"060952501053001","2002",57
"060952501062000","2017",1
"060952501062000","2001",14
"060952501062000","2000",59
"060952501062001","2000",13
"060952501062006","2000",14
"060952501062007","2000",6
"060952501062008","2000",27
"060952501062009","2000",1
"060952501062012","2004",1
"060952501062012","2006",1
"060952501062012","2001",2
"060952502001003","2007",87
"060952502003000","2002",1
"060952502003008","2003",1
"060952502003008","2004",2
"060952503002003","2005",1
"060952503002003","2006",1
"060952503002005","2015",1
"060952503002021","2005",2
"060952504001002","2008",1
"060952504001003","2006",1
"060952504002010","2005",1
"060952504002010","2006",1
"060952504002010","2001",3
"060952504002011","2002",1
"060952504002019","2000",1
"060952504003000","2008",1
"060952504003001","2003",1
"060952504003001","2004",1
"060952504003007","2007",1
"060952504003010","2006",1
"060952504003011","2001",1
"060952504003022","2004",1
"060952505012000","2001",1
"060952505012000","2003",1
"060952505012000","2007",1
"060952505012004","2006",1
"060952505012008","2003",1
"060952505012008","2011",1
"060952505012008","2004",2
"060952505012008","2006",2
"060952505012008","2008",2
"060952505012010","2007",1
"060952505012010","2008",1
"060952505012011","2003",1
"060952505021000","2000",3
"060952505021003","2003",1
"060952505021012","2002",1
"060952505021012","2000",3
"060952506011001","2005",1
"060952506011008","2001",1
"060952506011008","2008",1
"060952506011009","2009",1
"060952506011013","2001",1
"060952506011013","2006",1
"060952506011013","2007",1
"060952506011013","2016",1
"060952506011014","2003",1
"060952506011015","2006",1
"060952506011016","2008",2
"060952506011025","2006",1
"060952506011025","2008",2
"060952506011025","2004",3
"060952506011026","2005",1
"060952506011026","2006",1
"060952506011026","2003",4
"060952506011026","2007",5
"060952506012004","2004",10
"060952506012009","2004",4
"060952506012016","2005",1
"060952506012016","2004",7
"060952506041005","2004",3
"060952506041006","2004",4
"060952506041007","2004",7
"060952506041008","2004",6
"060952506042000","2005",7
"060952506043006","2004",2
"060952506043006","2005",2
"060952506043006","2006",2
"060952506053003","2003",6
"060952506053003","2002",27
"060952507011042","2005",2
"060952507011052","2007",1
"060952507012003","2003",2
"060952507012003","2000",4
"060952507012011","2004",1
"060952507012012","2004",10
"060952507012017","2002",1
"060952508011078","2005",30
"060952508011154","2000",1
"060952508011154","2006",1
"060952508011154","2007",1
"060952508011154","2008",1
"060952508011154","2010",1
"060952508011156","2000",1
"060952508011156","2014",1
"060952508011159","2000",16
"060952508011164","2000",10
"060952508011165","2000",3
"060952508011175","2008",1
"060952508011175","2007",4
"060952508011175","2017",13
"060952508011176","2017",16
"060952508011202","2007",7
"060952508011203","2006",7
"060952508011203","2007",8
"060952508011204","2005",11
"060952508011205","2005",12
"060952508011207","2005",13
"060952508011208","2005",7
"060952508011209","2005",10
"060952508011220","2007",5
"060952508011221","2006",7
"060952508011222","2007",5
"060952508011223","2007",4
"060952508011224","2005",3
"060952508011229","2005",2
"060952508011229","2010",4
"060952508011229","2006",12
"060952508011231","2005",7
"060952508011232","2005",7
"060952508011233","2005",5
"060952508011234","2008",1
"060952508011234","2005",33
"060952508011235","2005",9
"060952508011236","2006",1
"060952508011236","2005",4
"060952508011237","2005",5
"060952508011238","2005",11
"060952508011239","2005",13
"060952508011240","2005",10
"060952508011241","2005",7
"060952508011242","2007",8
"060952508012002","2006",1
"060952509001022","2002",2
"060952510001021","2002",1
"060952510001024","2008",1
"060952510002013","2016",1
"060952510003014","2005",1
"060952510003016","2004",1
"060952510003028","2000",1
"060952510003028","2006",2
"060952511001007","2007",1
"060952511001026","2006",1
"060952511001043","2008",1
"060952511001044","2004",1
"060952511001045","2005",1
"060952511001045","2010",2
"060952511001053","2004",1
"060952511002006","2008",2
"060952511002013","2006",1
"060952511002017","2003",1
"060952512001012","2005",1
"060952512001012","2006",1
"060952512001012","2008",1
"060952512001018","2001",1
"060952512001018","2005",2
"060952512001023","2009",1
"060952512001031","2006",2
"060952512001032","2003",2
